lemmatized,Sentiment
5226,overheat problem m photo bikaner s true high place usually use cool room s temp go high t touch ear spend 30 k issue make unsatisfie battery get charge 1 hour use 1 day m face overheat problem want money,0
5227,honest phone overhype good thing superfast charge decent camera nice uiworst thing fingerprint scanner annoying t tell u irritate fail read thumb 5 10 time overweight 200 gm cover 225 gm cover camera pathetic video stabilization main camera poor real disappointment app face regular bug update theim resolve issue irritate,0
5228,expect oneplus bad buy heavy price not buy,0
5229,mobile bahut problem hai heating ka mobile bahut jaldi heat hota hai,0
5230,sensor work properly record available poor performance,0
5231,receive phone today previously plus 6 2 year move nord series phone appealing look camera look decent far 9 r charging superfast undoubtedly recommend phone gaming 2018 19 oneplus use multiple case stop thing find miss phone headphone jack pay rs 30000 pay bluetooth earphone,0
5232,camera bad quality,0
5233,quality phone hear voice clearly network issue sim card issue purely mobile problem need replacement refund not think oneplus bad quality phone bad experience not know issue oneplus bad quality mobile seller cheat,0
5234,watch review buy phone s heat m scared blast,0
5235,phone complete rounder disappoint purchase ahead think,0
5236,phone ok camera bad heating issue battery fine,0
5237,love disappoint term merge oppo bring similar camera interface oppo unwanted permission don t need,0
5238,phone peculiar problem whatsapp keep lag lot shut abruptly,0
5239,battery backup disappointed glitch camera able menemize iti disappointed oneplus adaptor work ista stock 4 month hell don t knowthey provide adaptor charge phone poor service oneplus buy oneplus device life,0
5240,bad battery quality hardly 6 7 hrs go useable m request return order,0
5241,purchase nord 2 moble 2 hand set month high hang problem mobilewe raise complaint resolution provide onepulsthey make fooli ll suggest purchase nord 2 fake company fake cell phonei ll zero rat cellphone,0
5242,phone heat problem,0
5243,verry bad,0
5244,day phone heat today call customer care say online check phone test e phone koi default hai return ho ga fraud company phone samsung phone year old phone koi heating problem nai hai phone app download karne ke baad heat ho gya camera quality low heat karta hai return kronahi court case file karta hu ik din understand plus,0
5245,phone good quality doubtful phone display break fall nearly 3 foot warranty doesn t cover physical damage pay 8432 new display,0
5246,receive nord 2 29 august 6 day review phone average aspect average camera quality majorly camera get clear image blurring charge fast 20 min 100 cause lot heating issue fear read news oneplus nord 2 blast phone heat normal usage ask permission hamper security app work fine smooth fingerprint scanner qr scan take fast exchange realme 2 pro t return phone mazon give refund option prime member bad experience amazon 3 year old phone work well people company say explosion happen external factor guess allow carry oneplus nord 2 pocket cause external issue lastly think wait google pixel 5 instead buy phone don t buy phone,0
5247,heavy user avoid buy phone battery guzzler,0
5248,battery doesn t long os expect gaming experience bad lagging competitor phone range review place 2 month phone personally compare old phone poco f 1 complete waste money,0
5249,1 heating issue 2 battery drain 3 camera quality charge heating issue bad mobile,0
5250,hi purchase op nord 2 upgrade year old realme x experience nord 2 bad display bad quality compare smartphone 30 k range realme x display look good nord 2 major highlight camera poor quality near flagship sensor op advertising daylight pic pathetic system update app clone function work able use 2 nd s app account recording function work main requirement work flawless realme x think oneplus fool purchase regret beware op nord 2,0
5251,easy migration facility apple android inbuilt feature clone phone work properly small challenge s battery life fast charger solve problem,0
5252,phone expect heating charger problem nord 2,0
5253,thing phone like 1 bad battery life dude 4500 5000 need 2 blink light notification 3 3 5 mm jack 4 post reboot phone u don t unlock phone notification,0
5254,phone plus 7 pretty good phone horrible 12 gb version thing horrible build qualy screen resolution touch camera ui lot bug regret buy m regret phone good time plus user well iphone xr exctra 5 6 k,0
5255,phone good quality doubtful phone display break fall nearly 3 foot warranty doesn t cover physical damage pay 8432 new display,0
5256,bad phone service pathetic buy 9 day loudspeaker get complaint go near authorise service centre tell phone service centre keep brand new mobile service centre 20 day phone service centre reason spare available mistake buy plus mobile phone service bad,0
5257,mobile hang 5 th daysmain screen long timetotally disappointed,0
5258,product bad buy want throw money want return 1 week usage start shut automatically continue give service center get 25 day change service center give service center repair buy phone trust ll regret,0
5259,recieve damage oneplus nord 2 5 g dent right corner product,0
5260,phone lag lot,0
5261,plus nord 2 bad heating issue heat bad travel regular sun heat 10 min video recording break charge trust burst complain see heat dat extent actually sell phone loss ok 6 k m ok loss thn d fear bursting,0
5262,huge expectation camera seriously disappointed camera quality,0
5263,time choose plus finally disappoint phone battery drain fast camera mark well choose phone don t believe rating bad video execute night time heating issue start week buy nord 2 not waste money purchase u feel regret like,0
5264,issuecall recording duration available record audio alert receive send person,0
5265,bad battery life time charge phone m disappointed,0
5266,owner oneplus device fail live promise new 12 gb nord 2 slow 4 year old oneplus 5 disappoint,0
5267,battery backup low don t expect type quality plus phone disappointed buy phone,0
5268,waste product not work 9 day lose money time service centre lot time repair 5 day don t product good board complaint oneplus service centre 25 day don t board available lose money bad service disappointed service oneplus,0
