,review
4125,"  Hanging problemCalled to the Samsung customer careBut same issue going on
"
4126,"  Nice phone in this range, with better camera quality and with monster battery backup.
"
4127,"  Good: Battery, Picture quality, softwareBad:Camera, processor
"
4128,"  Dont buy this phone waste of money no fast charging software update issu camera sound
"
4129,"  This is an excellent phone with a good battery life camera quality is also niceI liked this phone a lot.
"
4130,"  Camera resolution not perfect in comparison to other company .And figure print not adjusted after mobile cover
"
4131,"  The phone camera very bad don't buy this u just vest your money just like meBattery working only one day
"
4132,"  High battery perfomance and stylish fingerprint but veryyyyyy Worst camera.........like a basic phone pictures
"
4133,"  Recommended,  my father is using it and it is recommended to buy this phone .
"
4134,"  Good product than expected but need to add phone case too that only a problem
"
4135,"  Value for money. very good quality. and the configuration is more than enough for normal use.
"
4136,"  Really i like this phone
"
4137,"  Good phone at this price
"
4138,"  Camera quality and display average only.Battery good..I will recommended.
"
4139,"  I like it bettery  is verry good,camera quality is nice,overal it is best in her class ,valu for money product
"
4140,"  speed and quality not as compare as same price phone of other famous brand. only bettery backup is good
"
4141,"  Thank you
"
4142,"  Very bad camera, battery backup is good.No 5Ghz wifi available.
"
4143,"  Battery, price, looking and many more, thats why I like this mobile.!
"
4144,"  This is amazing brand of Samsung. I am really satisfy. The M12 series phones are best to buy.
"
4145,"  I am pretty satisfied with the features i was looking for. Pros are everything except camera.
"
4146,"  Bad mobile display touch1 day prime delivery to no refund and  6to11 days mobile replacement 😭
"
4147,"  The phone looks good. I like it very much
"
4148,"  Nice one...sleek and good looking stylish
"
4149,"  I'm happy with this product
"
4150,"  speed is nice
"
4151,"  Disappointed for screenshot not shows option and online transaction page not shows page properly...😕
"
4152,"  Nice product . But delivery boy's behave was not good.
"
4153,"  Best phone in 11000 blind trust in Samsung phones 😘😘
"
4154,"  Everything is ok.. Charging timing is too much slow...
"
4155,"  Totally value for money
"
4156,"  Must recommended mobile
"
4157,"  Monstor battery, camera quality is nice, fingerprint sensor works really fast, overall Good performance
"
4158,"  The seller looks like sold a used piece, it had its seal broken, the phone isn't working in proper condition.
"
4159,"  Battery 🔋 life is good .. camera 📷 is the best in this price .. fingerprint scanner is also working good ..
"
4160,"  Completely Disappointed.  Camera is not Good, Calling quality and Net Speed is worst. Don't Buy this product.
"
4161,"  Had an amazing experience using this handset as Samsung successed to impress me.Thank you @Samsung 😊💓
"
4162,"  Phone is heavy and thicker ... never expected this much thick this phone would be...
"
4163,"  Superb product by Samsung fast deliver by amazon delivery....
"
4164,"  Awesome phone and camera quality... battery life is also good
"
4165,"  Battery life is very good, No heating, Awesome sound quality.
"
4166,"  Device heating issue otherwise nice phone in this price range
"
4167,"  Camera is performing very well but fingerprint and face unlock is a bit slow
"
4168,"  Wifi issue , wifi connection  automatically disconnected  after some time...
"
4169,"  The best part about this phone is the battery life along with a decent camera. A worthy buy.
"
4170,"  Camera is not that good battery is good phone is smooth it has a 90hz panel and i got it in 7k so its fineee!
"
4171,"  A very nice product, especially the screen and battery life. Overall one of the best smart phone for students
"
4172,"  Best Phone at Low Price 8500..... If anybody need low budget phone then I suggest this phone with best Future
"
4173,"                    The media could not be loaded.
"
4174,"                
"
4175,"  Good phone with nice camera and display. Even battery backup is good
"
4176,"  Samsung M12 display not working properly its hanging for 15 days use
"
4177,"  Camera quality is very bad.Picture quality is like VGA Camera.
"
4178,"  ""Battery life"" is simply superb👌,  camera quality is nice .Overall excellent phone at this price.
"
4179,"  Every thing is very good just one thing is not easy that screen shot in compression  to OPPO phone .
"
4180,"  Not bad .. not good...an average phone..Look wise very nice..only problem to me is its speed..
"
4181,"  Overall good phone
"
4182,"  Good to go for this product.
"
4183,"  Camera quality  is too good.
"
4184,"  Overall  good  in this price
"
4185,"  फोन का चार्जर काम नहीं कर रहा है l दूसरे चार्जर से मोबाइल चार्ज हो रहा हैl कृपया चार्जर चेंज करा दें
"
4186,"  Good budget phone
"
4187,"  8599 rs good deal
"
4188,"  Disappointed
"
4189,"  Average item
"
4190,"  Very good 👍
"
4191,"  Waste phone,
"
4192,"  Overall okok
"
4193,"  Camera quality and fingerprint not good.
"
4194,"  Screen sensitive is poor after several touch only the phone is responding.
"
4195,"  Sound  quality is very poor.  Not advisable for music
"
4196,"  Touch screen not working properly.Very very bad
"
4197,"  Camera poorBattery is really greatSometimes the calls don't connect though, that's a wierd issue
"
4198,"  First thing I noticed is ui not responding  and then I tried to  return but there is no return policy at all
"
4199,"  Battery back up is good. Camera clarity is excellent. And the finger print reader is securing my from misue.
"
4200,"  Phone is good but I am not satisfied with it's 48mp cammeraAlso with battery life I am not satisfied😒
"
4201,"  Worst product by samsung . Don't buy . Camara quality 0 . Heating issue . Failed product . Get out samsung .
"
4202,"  Very cheap product feels like a heavy plastic box in your hand. Bellow average design. Dont waste your money
"
4203,"  It's all nice and good
"
4204,"  It's Heavy phone, Speaker Phone volume is not louder, Display Messages counting is showing more than actual.
"
4205,"  The camera not  have 48 mp  quality it gives texture type imageAlso selfi camera giving  worste image.
"
4206,"  Camera quality not up to the mark what I have expected  but otherwise all over good
"
4207,"  Awesome product with medium-budget phones. the only concern is too small USB cable.
"
4208,"  Nice phone but little weight, not able to hold for long time
"
4209,"  Phone screen is not cleared. Except screen remaining everything is perfect.
"
4210,"  Camera pictures are not clear and not readable
"
4211,"  As a campare another phone 48 pxl samsung m12 camera quility not good poor camera quility I want to return it.
"
4212,"  Good your fingerprint reader"";""battery life and dest quality samsang m12 mobile phone
"
4213,"  The pack once I opened it, found very disappointed,,,
"
4214,"  Battery is so good. Fingerprint reader is very fast but face reader is not good. Camera quality is excellent
"
4215,"  I didn't like featured this Mobile and i want to return but i am not able my money is waste on this products
"
4216,"  Not as per expected som time mobile got stuck and battery life is also not expected
"
4217,"  Over all very good. It takes a bit time to swtich/ open apps
"
4218,"  It is really very nice product.I have purchased for my brother, and it is doing well.
"
4219,"  Very good
"
4220,"  Good looking and offerdable price
"
4221,"  Ear phone and screen guard not added in box .screen guard is a must
"
4222,"  I like Samsung smartphones... Like always this brand is trustworthy
"
