,review
3167,"  Overall best mobile in 9 k
"
3168,"  Can i exchange this phone with some other one??? I don't like anything about itPlease guide.....
"
3169,"  Nice phone .. camera is not so much gud but according too this rate storage and 5000mh battery too gud
"
3170,"  Nice one But there is too more option go for poco m2 aur other as per choice but this one is also good
"
3171,"  Just for music or sometimes games that's it this phone is average the camera quality is as usual waste
"
3172,"  Product is 13 days after purchase. Getting hanged while typing. Needs immediate attention/ replacement
"
3173,"  Battery life is good last long when compared to resmi note8 and pro .. which a friend of mine is using
"
3174,"  Dude it's just 2 weeks old and has so many software bugs ... Camera display , many things are not good
"
3175,"  Good Mobile
"
3176,"  Within one month phone dead, worst quality build by Mi and supplied by Amazon
"
3177,"  Battery and finger print is okBut camera quality badPrice is good
"
3178,"  Very low quality camera sensor, low resolution screen, speaker is also worst.
"
3179,"  Product was good but in that box..No sceen protectorNo back cover
"
3180,"  Except camera qualityPerformance and other features are value for money
"
3181,"  I have been using this mobile for 5 months, and
"
3182,"  Camera quality is not tood good, weight is more
"
3183,"  With 3 months got software related issue. Cheap
"
3184,"  I like to redmi 9 in 100% super. Bettery with use full time super masti. Display quality is very good.
"
3185,"  I bought this phone for my mom and she is happy with the specs the phone has to offer
"
3186,"                    The media could not be loaded.
"
3187,"                
"
3188,"   Faculty piece 2 time but some problum toch pad automatically work need to refund my money
"
3189,"  Not that much performing it okI won’t  suggest this mobile 😒😒
"
3190,"  All over budget phone,, good battery, camera, screen..
"
3191,"  This is my 2nd MI phone. Last year I bought the same phone. Very nice phone and looking good.
"
3192,"  Value for money.. good quality handset..
"
3193,"  Battery  super  screen  quality  average
"
3194,"  Product is good but camera is soo poor if we add 1 thousand we get a best and upgrade version
"
3195,"  Worst camera quality.... 48 mp written in the back... But it's below 12 mp quality camera....
"
3196,"  Causing problems. Call received automatic. Only 7 days replacement or return policy. Very bad
"
3197,"  Mobile is slow net also coming very slow charging slow.Worrest to purchase this product
"
3198,"  It became slow in one month only. If I could return and get my money back, it would be great.
"
3199,"  Very bad experience 😕I'm very disappointed 😞camera quality is poor , I'm telling to everyone don't buy this product
"
3200,"  Good performance. Good battery life. Good camera.  Overall very nice.
"
3201,"  Good performance
"
3202,"  Product is good but Amazon packaging was not good as expected
"
3203,"  Unable to record any calls
"
3204,"  Nice product from mi
"
3205,"  good phone i am already use redmi phones
"
3206,"  Good Product
"
3207,"  Camera quality acha nahi he
"
3208,"  Best phone under this range
"
3209,"  My experience is very nice.
"
3210,"  Redmi 9 is a amazing phone. It has good camera, battery backup, screen etc. I just love this phone.#Mi_Love
"
3211,"  In this price i think it is best phone in the market in our house three members are having same phone
"
3212,"  Very nice product fingerprint reader,battery life and camera quality each and functioning is the best
"
3213,"  mobile ek no tha bahut achhha chalata hai battery life is best and camera quality to bahut badiya hai
"
3214,"  Boht bakwas hai..hotspot ruk ruk k chalta hai..battery backup BHI Acha ni hai...screen clear Nahi hai
"
3215,"  Redmi is so smooth and battery life is very good but  redmi not  give  case in the box and but better
"
3216,"  I am always happy excellent product 😍😍😍😍😍
"
3217,"  Fingure print lock is not Working
"
3218,"  Your product is Really nice
"
3219,"  I like it!
"
3220,"  Front camera quality is  poor not expected this from redmi and front camera video quality is also bad
"
3221,"  Excellent product. Super happy thank u amazon.
"
3222,"  Camera is not great. Wasgood buy at that price
"
3223,"  Apk not installed in this mobile and Every  thing good in the mobile
"
3224,"  Camera is not good, if you're thinking to buy it go for redmi  prime
"
3225,"  Cemra quality is very bad as well fingerprint reader.
"
3226,"  value for money
"
3227,"  Not as expected
"
3228,"  Average product
"
3229,"  Super mobile and best quality big phone
"
3230,"  It shows find device closed unexpectedlyOn my first day of phonePls don't buy it
"
3231,"  Fingerprint reader is work very fast ,battery life is good and camera 📸 quality is fabolous
"
3232,"  For this price phone is good but camera quilt and picture quality are up to the mark
"
3233,"  This product work properly yet now. All apps are working properly. Bettery backup of phone is good
"
3234,"  Reasonable rate
"
3235,"  Value for money
"
3236,"  Charging time very slowly
"
3237,"  Very nice 👍👍
"
3238,"                    The media could not be loaded.
"
3239,"                
"
3240,"   All over experience is looking third class phone and please purchase jio keypad phone if you think to buy this.
"
3241,"  Good one, worth the money.
"
3242,"  Nice phone, on this budget
"
3243,"  i bought this for my childrens' online classes but unable to add their gmail account on this mobile.
"
3244,"  I like the product its battery life is very good its speakers are osm but camera quality is bit bad.
"
3245,"  Camera quality is good,also gaming experience is superb&good battery life #Mi,#Redmi9,#Redmi9_iz_lub
"
3246,"  Redmi 9 is a good phone really.Frnt cam have little bit grains.It is a really good phone
"
3247,"  #redmi9 having good camera and battery life.Processor is also nice.I like my new device.
"
3248,"  Product not meet the said qualities.Facing sound problems.Voice breaking during the call
"
3249,"  Recommended for light users because this is helio g35 processor so I am recommending for light users
"
3250,"  Mobile hang, camera quality poor also battery life is not good facing network issue with this mobile
"
3251,"  New device is getting bhanged and freezing on opening any app ... Worst performance... Not expected.
"
3252,"  It's made in China's
"
3253,"  Not good as expected
"
3254,"  Fantastic mobile with less price
"
3255,"  I like this phone nice phone , battery backup is very good. Value of money.
"
3256,"  Nice quality good reviews good quality Amazon realme 9 low price best phone
"
3257,"  Excellent
"
3258,"  Worth buy
"
3259,"  Very nice
"
3260,"  It's totally waste of money, this is not original phone , slow proceeding, poor camera, total waste.
"
3261,"  Performance is good ,camera quality is poor, display is too worst, battery back up is below average.
"
3262,"  Fingerprint good quality. And battery backup very good.Camera is good quality
"
3263,"  Jitna tarif karo utna kam hai iss phone k liye price k according best hai ye phone.
"
3264,"  This mobile phone display(touch pad) is not working properly now. So what can I do?
"
3265,"  Best budget phone at the time I bought it....
"
3266,"  Selfie camera came faulty, clicks hazy and dull pictures. DON'T BUY
"
3267,"  Colour is not at all good,  it looks completely different in images
"
3268,"  Phone very slow battery back up very low waste mobile don't buy....
"
3269,"  I want change because camera  and dis play not good.
"
3270,"  Mobile is good, must include back cover if possible.
"
3271,"  Mobile phone s hangging, iam not getting wat s issue
"
3272,"  Cheap and best phone at this price range and easy to use with your battery life
"
3273,"  On a budget of ten thousand rupees the mobile would be super but it would be even better if the noise was high
"
3274,"  Very nice phone.Baitory-5/5Camera-4/5Ram/rom-4/64 goodDisplay good.
"
3275,"  Nice set according to price.
"
3276,"  VALUE OF MONEY PRODUCT.CAMERA COULD HAVE BEEN BETTER.
"
3277,"  Nice phone at this price.
"
3278,"  But cemra quality vry bad
"
3279,"  It is good but voice is not louderBattery backup is good overall performance is in this range
"
3280,"  It's too much hanging problem so please don't buy overall is good but hanging and freeze frequently
"
3281,"  The phone is over lagged.. The processor is very slow and hanging more... Pls don't buy this mobile
"
